Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
20:20:58:17.014,61,0.0778061673,0.0800492242,0.0000000000,0.0591060929,0.0000000000,0.0727507398,0.0000000000,0.0779859275,0.0789932534,0.0866712183,0.0000000000,0.0000000000,0.0728195608,0.0000000000,0.0216885824,0.0000000000,0.0000000000,0.0111687053,0.0285626184,0.0389607847,0.0000000000,0.0137485387,0.0000000000,0.1528640985,0.1330325752,0.0000000000,0.0000000000,0.0393269137,0.0386233628,0.0588060357,0.0583967157,0.0593752600,0.0047235354,0.0955735743,0.0558344945,0.0588343590,0.0623069778,0.0728842095,0.0647867396,0.0312376712,0.0240028091,0.2992614508,0.2994115055,0.0000000000,0.0000000000,0.0000000000,0.0015226178,0.0995753631,0.0956868529,0.0870937556,0.0828176439,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0477408469,0.0427555740,-0.0079873037,-0.0491073616,0.0428760797,-0.0052967579
20:20:58:18.013,61,0.0131213358,0.0471673496,0.0000000000,0.0302124731,0.0000000000,0.0712878034,0.0000000000,0.0131316436,0.0464854352,0.0553197972,0.0000000000,0.0000000000,0.0713405758,0.0000000000,0.0215832368,0.0000000000,0.0000000000,0.0187343806,0.0361334383,0.0458951220,0.0000000000,0.0134182433,0.0000000000,0.1297779381,0.1205712780,0.0000000000,0.0000000000,0.0375893041,0.0367342457,0.0608018860,0.0587836467,0.0563417338,0.0047014477,0.0945928544,0.0539678521,0.0513515137,0.0537651181,0.0734292194,0.0654800087,0.0315852761,0.0244906954,0.2844216526,0.2844919264,0.0000000000,0.0000000000,0.0000000000,0.0008417490,0.0994998887,0.0952952430,0.0867457315,0.0811154321,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0305532888,0.0251143724,-0.0044464967,-0.0316176862,0.0252329633,-0.0028784731
20:20:58:20.014,61,0.0011529549,0.0105152894,0.0000000000,0.0009814834,0.0000000000,0.0710883439,0.0000000000,0.0011354373,0.0101466458,0.0236813109,0.0000000000,0.0000000000,0.0711312965,0.0000000000,0.0223367568,0.0000000000,0.0000000000,0.0491080396,0.0553597435,0.0899462476,0.0000000000,0.0098213404,0.0000000000,0.1108727977,0.1062303185,0.0000000000,0.0000000000,0.0359887928,0.0354696587,0.0671580508,0.0638546944,0.0385324955,0.0053193988,0.0611581355,0.0432137437,0.0333129093,0.0350227877,0.1215491444,0.1060440913,0.0391106755,0.0330924243,0.2572928965,0.2572957575,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0987969488,0.0949407518,0.0779830068,0.0728841275,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0131302699,0.0054997280,-0.0013670148,-0.0138541926,0.0056163147,-0.0010600644
20:20:58:21.014,61,0.0000000000,0.0120636560,0.0000000000,0.0087638106,0.0000000000,0.0715714842,0.0000000000,0.0000000000,0.0116469720,0.0317192413,0.0000000000,0.0000000000,0.0716077015,0.0000000000,0.0228322167,0.0000000000,0.0000000000,0.0601181276,0.0583590083,0.0977269486,0.0000000000,0.0092280749,0.0000000000,0.1079440191,0.0986153260,0.0000000000,0.0000000000,0.0353183746,0.0349756926,0.0682605952,0.0647753179,0.0308754407,0.0058773444,0.0484242439,0.0385620035,0.0286544077,0.0300991889,0.1396830827,0.1209293604,0.0481701046,0.0397959724,0.2495521754,0.2495457530,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0973713771,0.0944738761,0.0733440667,0.0683116317,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0175900385,0.0063294470,-0.0017900071,-0.0185919069,0.0064454600,-0.0014526565
20:20:58:23.014,61,0.0000000000,0.0205973182,0.0000000000,0.0000000000,0.0000000000,0.0731253698,0.0000000000,0.0000000000,0.0203497130,0.0000000000,0.0000000000,0.0000000000,0.0731509924,0.0000000000,0.0271953829,0.0000000000,0.0000000000,0.0785591379,0.0567352623,0.1049543098,0.0000000000,0.0071661989,0.0000000000,0.1201549768,0.1137263402,0.0000000000,0.0000000000,0.0346453302,0.0347280353,0.0690685064,0.0653220415,0.0248488914,0.0090610692,0.0266206395,0.0286852270,0.0248157382,0.0261842255,0.2021039575,0.1849354208,0.0601953603,0.0525088757,0.2379719913,0.2379662246,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0955643877,0.0938854888,0.0674774647,0.0635118410,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0005557425,0.0108982325,-0.0005375710,-0.0003650328,0.0110148862,0.0001151072
20:20:58:24.015,61,0.0000000000,0.0119565008,0.0287699234,0.0000000000,0.0000000000,0.0750588551,0.0000000000,0.0000000000,0.0119035579,0.0000000000,0.0000000000,0.0000000000,0.0750767663,0.0000000000,0.0316049121,0.0000000000,0.0000000000,0.0829877481,0.0488821566,0.1124134511,0.0000000000,0.0063203578,0.0000000000,0.1415070742,0.1256193370,0.0000000000,0.0000000000,0.0344284587,0.0347122662,0.0694458559,0.0657901019,0.0232429113,0.0098324539,0.0206503198,0.0264476221,0.0238419361,0.0251997039,0.2381561399,0.2139558643,0.0773189887,0.0661677122,0.2360442728,0.2360403240,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0957597271,0.0951846614,0.0665828362,0.0626855418,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0182188340,0.0063096657,0.0011636219,0.0171267912,0.0064251795,0.0015024234
20:20:58:25.015,61,0.0000000000,0.0099566337,0.0035570888,0.0000000000,0.0000000000,0.0755410939,0.0000000000,0.0000000000,0.0097511141,0.0000000000,0.0000000000,0.0000000000,0.0755558461,0.0000000000,0.0343416035,0.0000000000,0.0000000000,0.0852996036,0.0455251522,0.1143373922,0.0000000000,0.0055520022,0.0000000000,0.1484092474,0.1341228634,0.0000000000,0.0000000000,0.0344503485,0.0349512286,0.0700972453,0.0666176826,0.0222626012,0.0106378514,0.0164711177,0.0235614106,0.0231453180,0.0244929101,0.2504977584,0.2261375189,0.0822163001,0.0703940168,0.2340359688,0.2340312004,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0941576734,0.0950215459,0.0651130676,0.0612890162,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0029195696,0.0052110553,-0.0000425447,0.0021129912,0.0053272098,0.0002435343
20:20:58:27.015,61,0.0000000000,0.0000000000,0.0571213551,0.0000000000,0.0000000000,0.0777271837,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0777357891,0.0000000000,0.0373898074,0.0000000000,0.0000000000,0.0937749743,0.0400022268,0.1156998575,0.0000000000,0.0034915486,0.0000000000,0.1799105406,0.1770858020,0.0000000000,0.0000000000,0.0347925872,0.0357381478,0.0728818253,0.0697214901,0.0212128833,0.0117251771,0.0130401887,0.0212012306,0.0224500112,0.0238098148,0.2608561218,0.2366796285,0.0865570605,0.0744685456,0.2333617210,0.2333578169,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0938199162,0.0956438705,0.0638737455,0.0600414351,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0351324677,-0.0076560676,0.0028166552,0.0340611748,-0.0075424239,0.0022380268
20:20:58:28.014,61,0.0000000000,0.0000000000,0.0298156142,0.0000000000,0.0000000000,0.0863977373,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0864431858,0.0000000000,0.0383926295,0.0000000000,0.0000000000,0.0913766697,0.0379111394,0.1122361720,0.0000000000,0.0026920913,0.0000000000,0.1870908737,0.1845934242,0.0000000000,0.0000000000,0.0351390354,0.0362245627,0.0740141422,0.0706289783,0.0209118258,0.0122833876,0.0113353264,0.0194876902,0.0223941710,0.0238186140,0.2655699253,0.2417048365,0.0870235860,0.0751089901,0.2367979735,0.2368123978,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0941466466,0.0970679298,0.0635198802,0.0597448424,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0186912082,-0.0085658729,0.0017222536,0.0177842453,-0.0084519461,0.0010924494
20:20:58:29.015,61,0.0000000000,0.0000000000,0.0211340412,0.0000000000,0.0000000000,0.0916851908,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0917286128,0.0000000000,0.0390289277,0.0000000000,0.0000000000,0.0842057839,0.0370223485,0.1086187139,0.0000000000,0.0020138274,0.0000000000,0.1930656284,0.1916160733,0.0000000000,0.0000000000,0.0356351584,0.0368440263,0.0748345926,0.0713351369,0.0207960121,0.0128381085,0.0107341707,0.0185907856,0.0225547887,0.0240323134,0.2491966188,0.2320611328,0.0829228535,0.0737564787,0.2406413108,0.2406530231,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0957048237,0.0993107557,0.0629113689,0.0591998585,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0133402832,-0.0125125274,0.0015196321,0.0126149682,-0.0123986825,0.0006396888
20:20:58:30.015,61,0.0000000000,0.0000000000,0.0350248516,0.0000000000,0.0000000000,0.1023816392,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1024105996,0.0000000000,0.0395257622,0.0000000000,0.0000000000,0.0752266124,0.0367004834,0.1070433855,0.0000000000,0.0014552925,0.0000000000,0.1912100911,0.1908307672,0.0000000000,0.0000000000,0.0360466093,0.0373389535,0.0790252164,0.0737141520,0.0209279917,0.0131501565,0.0126431109,0.0183986258,0.0228282828,0.0243594088,0.2022092789,0.1858460456,0.0790991560,0.0715593547,0.2421283722,0.2421400249,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1004660726,0.1036942825,0.0626185462,0.0589749552,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0217410512,-0.0249995850,0.0024509414,0.0209234245,-0.0248877481,0.0007414352
20:20:58:32.008,61,0.0000000000,0.0000000000,0.0045002573,0.0000000000,0.0000000000,0.1065215617,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1065548286,0.0000000000,0.0394881181,0.0000000000,0.0000000000,0.0518682711,0.0369688161,0.0916931108,0.0000000000,0.0012541105,0.0000000000,0.1917972565,0.1915990710,0.0000000000,0.0000000000,0.0364628956,0.0377730541,0.0800259560,0.0741707757,0.0211022105,0.0134066548,0.0147391874,0.0182532221,0.0232453905,0.0248333551,0.1876165569,0.1719781905,0.0709736869,0.0649616942,0.2433253676,0.2433364242,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1019046456,0.1051385477,0.0623732544,0.0588285550,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0034400746,-0.0173617825,0.0011334457,0.0027000280,-0.0172486044,-0.0000705631
20:20:58:33.000,61,0.0000000000,0.0000000000,0.0033364948,0.0000000000,0.0000000000,0.1084150448,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1084492281,0.0000000000,0.0394675657,0.0000000000,0.0000000000,0.0451614745,0.0372312032,0.0870607495,0.0000000000,0.0000000000,0.0000000000,0.1984530985,0.2075161189,0.0000000000,0.0000000000,0.0369528532,0.0383430198,0.0807814300,0.0747650489,0.0213602539,0.0136714829,0.0155963246,0.0179887768,0.0237148460,0.0253427103,0.1892368495,0.1792652309,0.0681487843,0.0627965480,0.2454519868,0.2454596907,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1027598381,0.1061267778,0.0623578280,0.0590096898,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0028093308,-0.0125488937,0.0008519576,0.0020012949,-0.0124352127,-0.0000380295
20:20:58:34.015,61,0.0000000000,0.0000000000,0.0109024970,0.0000000000,0.0000000000,0.1104423106,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1104783937,0.0000000000,0.0388575159,0.0000000000,0.0000000000,0.0411010906,0.0376474932,0.0836917385,0.0000000000,0.0000000000,0.0000000000,0.1971939951,0.2101788372,0.0000000000,0.0000000000,0.0373839736,0.0389131829,0.0802859291,0.0744084120,0.0212043263,0.0135407997,0.0189918000,0.0183545575,0.0241371263,0.0258375220,0.1770215183,0.1668772697,0.0658176765,0.0611071400,0.2463992387,0.2464042753,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1035801247,0.1072349623,0.0610212907,0.0585028529,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0074544214,-0.0095844865,0.0010102321,0.0065095248,-0.0094707608,0.0003082925
20:20:58:36.015,61,0.0000000000,0.0000000000,0.0170156322,0.0000000000,0.0000000000,0.1146760136,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1147141829,0.0000000000,0.0380046889,0.0000000000,0.0000000000,0.0395975225,0.0384067744,0.0838836655,0.0000000000,0.0000000000,0.0000000000,0.1921832711,0.2056384832,0.0000000000,0.0000000000,0.0374889821,0.0390821770,0.0783927292,0.0724146888,0.0210919436,0.0130510731,0.0309614781,0.0202253051,0.0245449767,0.0263109077,0.1578270644,0.1474837661,0.0644842833,0.0601214580,0.2788941264,0.2788598835,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1043750644,0.1083075330,0.0599101335,0.0578454770,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0110616088,-0.0199809298,0.0016922390,0.0101694269,-0.0198685713,0.0003080700
20:20:58:37.015,61,0.0000000000,0.0000000000,0.0144713912,0.0000000000,0.0000000000,0.1199884042,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1200384945,0.0000000000,0.0375546105,0.0000000000,0.0000000000,0.0392138399,0.0381780416,0.0843092799,0.0000000000,0.0000000000,0.0000000000,0.1914170235,0.2049021572,0.0000000000,0.0000000000,0.0373693928,0.0389727466,0.0776859671,0.0717500821,0.0207013339,0.0125688137,0.0328939296,0.0210333765,0.0244813729,0.0262700301,0.1549766660,0.1445209384,0.0646383464,0.0603596456,0.2811795771,0.2811381817,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1048455387,0.1089341119,0.0587202422,0.0568252355,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0095618442,-0.0190332383,0.0015664108,0.0086502908,-0.0189207718,0.0002433665
20:20:58:38.016,61,0.0000000000,0.0000000000,0.0080006802,0.0000000000,0.0000000000,0.1286985874,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1287814975,0.0000000000,0.0370431505,0.0000000000,0.0000000000,0.0391545184,0.0384203941,0.0926339030,0.0000000000,0.0000000000,0.0000000000,0.1860987991,0.2019115835,0.0000000000,0.0000000000,0.0370812044,0.0387378931,0.0768794790,0.0710038543,0.0202586595,0.0121554881,0.0350778066,0.0230890177,0.0244995225,0.0262955353,0.1502874792,0.1404949874,0.0645815805,0.0604015253,0.2822932005,0.2822488546,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1079393178,0.1148851141,0.0582578927,0.0564684272,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0057473481,-0.0236355774,0.0015688904,0.0047944719,-0.0235238522,-0.0000607432
20:20:58:39.015,61,0.0000000000,0.0000000000,0.0017832228,0.0000000000,0.0000000000,0.1318637431,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1319562942,0.0000000000,0.0370000973,0.0000000000,0.0000000000,0.0408535004,0.0383671448,0.0948852897,0.0000000000,0.0000000000,0.0000000000,0.1846530586,0.2019386292,0.0000000000,0.0000000000,0.0371032096,0.0388445109,0.0768838897,0.0709966794,0.0199839398,0.0120138135,0.0353833735,0.0236186851,0.0245404895,0.0263700373,0.1750261337,0.1659097821,0.0646012574,0.0606207512,0.2828446925,0.2828007638,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1086763963,0.1165249348,0.0577141121,0.0560874119,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019536018,-0.0278658196,0.0015882675,0.0010873051,-0.0277544633,-0.0003167419
20:20:58:41.015,61,0.0000000000,0.0000000000,0.0000000000,0.0057841032,0.0000000000,0.1400997043,0.0000000000,0.0000000000,0.0000000000,0.0287805777,0.0000000000,0.0000000000,0.1402388066,0.0000000000,0.0371644832,0.0000000000,0.0000000000,0.0459069833,0.0384834670,0.0960866213,0.0000000000,0.0000000000,0.0000000000,0.1566182077,0.1644273102,0.0000000000,0.0000000000,0.0369012803,0.0387377031,0.0774726123,0.0713858083,0.0193810742,0.0120431185,0.0298479572,0.0233496297,0.0238857381,0.0257469770,0.1857659966,0.1756519228,0.0642480701,0.0603700131,0.2674752176,0.2674657404,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1061626971,0.1129684299,0.0540156513,0.0520534255,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0161391348,-0.0365304872,0.0013205828,-0.0167871639,-0.0364196561,-0.0011513699
20:20:58:42.015,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1470054984,0.0000000000,0.0000000000,0.0000000000,0.0063563427,0.0000000000,0.0000000000,0.1472167373,0.0000000000,0.0375482067,0.0000000000,0.0000000000,0.0704193562,0.0383233726,0.0964853689,0.0000000000,0.0000000000,0.0000000000,0.1538480669,0.1612173766,0.0000000000,0.0000000000,0.0366611108,0.0385840312,0.0777584538,0.0714727491,0.0185875893,0.0122187864,0.0153143844,0.0214963090,0.0229004957,0.0247711055,0.2454025894,0.2239927351,0.0647337586,0.0607264191,0.2627424300,0.2627316415,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1057498977,0.1125518233,0.0522751436,0.0495305248,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0036488771,-0.0350170061,0.0017272090,-0.0043025771,-0.0349060930,-0.0006418127
20:20:58:43.015,61,0.0000000000,0.0000000000,0.0095079206,0.0000000000,0.0000000000,0.1485375017,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1487518400,0.0000000000,0.0381175317,0.0000000000,0.0000000000,0.0897417665,0.0382373668,0.1029601172,0.0000000000,0.0000000000,0.0000000000,0.1599708498,0.1760002673,0.0000000000,0.0000000000,0.0363925435,0.0384786129,0.0778103992,0.0715194046,0.0179578457,0.0123395510,0.0111527564,0.0207822230,0.0221497659,0.0240159053,0.2607399225,0.2368383706,0.0692308545,0.0650799125,0.2608377934,0.2608269751,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1060537398,0.1133487076,0.0518989414,0.0488965400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0065611228,-0.0272624753,0.0017819325,0.0056974003,-0.0271510519,-0.0000821346
20:20:58:44.016,61,0.0764214247,0.0399808660,0.0000000000,0.0000000000,0.0000000000,0.1254189461,0.0000000000,0.0763906166,0.0397077873,0.0000000000,0.0000000000,0.0000000000,0.1255727410,0.0000000000,0.0423285402,0.0000000000,0.0000000000,0.1598128378,0.0312146805,0.1156937107,0.0000000000,0.0000000000,0.0000000000,0.1610693932,0.1796143800,0.0000000000,0.0000000000,0.0363353938,0.0386820175,0.0774538368,0.0711628199,0.0174131803,0.0123927407,0.0024354951,0.0199476145,0.0207598135,0.0228563920,0.3397398889,0.3172890842,0.1090488434,0.1073392779,0.2414911389,0.2414944619,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1056458950,0.1132583469,0.0515517481,0.0483338423,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0011252947,0.0212646574,-0.0010346253,-0.0004968503,0.0213808343,0.0002369907
20:20:58:47.000,61,0.2380206138,0.2253820747,0.0000000000,0.0000000000,0.0000000000,0.0894008428,0.0000000000,0.2380068749,0.2246764451,0.0081390571,0.0000000000,0.0000000000,0.0894820988,0.0000000000,0.0771236345,0.0000000000,0.0000000000,0.2794360518,0.0257794205,0.1333369464,0.0000000000,0.0000000000,0.0000000000,0.1751741320,0.2079564929,0.0000000000,0.0000000000,0.0395693742,0.0483565852,0.0906242654,0.0921877474,0.0169938337,0.0126051474,0.0000000000,0.0137929190,0.0189949013,0.0211008191,0.4354934394,0.4202268422,0.1232350022,0.1222745925,0.1603329331,0.1603535861,0.0201711152,0.0000000000,0.0000000000,0.0000000000,0.0995358378,0.1076501682,0.0522624105,0.0484779850,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0035746396,0.1203949824,-0.0072694807,-0.0065137399,0.1205198467,0.0003322082
20:20:58:47.016,61,0.2028372735,0.2156822383,0.0000000000,0.0397044457,0.0000000000,0.0767113119,0.0000000000,0.2028366625,0.2142786235,0.0644927323,0.0000000000,0.0000000000,0.0767705590,0.0000000000,0.0866865143,0.0000000000,0.0000000000,0.3074527085,0.0253764298,0.1344282329,0.0000000000,0.0000000000,0.0000000000,0.1625315994,0.1982211322,0.0000000000,0.0000000000,0.0408336483,0.0513202995,0.0941242576,0.0975757539,0.0172769614,0.0131388744,0.0000000000,0.0094205951,0.0169364661,0.0186552703,0.4458623827,0.4338630438,0.1178365052,0.1184096187,0.1335814595,0.1336047351,0.0256774388,0.0000000000,0.0000000000,0.0000000000,0.0952397734,0.1050847471,0.0526602827,0.0487710424,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0344696790,0.1152576432,-0.0129326414,-0.0370674618,0.1153833121,-0.0056272312
20:20:58:48.016,61,0.1966546476,0.2119946629,0.0000000000,0.0000000000,0.0000000000,0.0692780241,0.0000000000,0.1966551393,0.2111672312,0.0197140537,0.0000000000,0.0000000000,0.0693159252,0.0000000000,0.0903909504,0.0000000000,0.0000000000,0.2599800825,0.0251727868,0.1347626299,0.0000000000,0.0000000000,0.0000000000,0.1562528312,0.1821246594,0.0000000000,0.0000000000,0.0415236019,0.0527539589,0.0959569737,0.1004652455,0.0175750721,0.0133219799,0.0000000000,0.0077057001,0.0158599056,0.0174133647,0.4005610645,0.3944132626,0.1169248447,0.1178097352,0.1284430176,0.1284597963,0.0287009459,0.0000000000,0.0000000000,0.0000000000,0.0934543237,0.1035391316,0.0535223484,0.0492877625,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0099903569,0.1132307127,-0.0080725681,-0.0123255290,0.1133565009,-0.0008325373
20:20:58:50.015,61,0.2307385951,0.2248543799,0.0000000000,0.0189000536,0.0000000000,0.0651071444,0.0000000000,0.2306740433,0.2236858308,0.0431554988,0.0000000000,0.0000000000,0.0651270524,0.0000000000,0.0694350600,0.0000000000,0.0000000000,0.1321007460,0.0268452205,0.1354927570,0.0000000000,0.0000000000,0.0000000000,0.0833853707,0.1080258638,0.0000000000,0.0000000000,0.0398072712,0.0483208634,0.0951799825,0.0964604765,0.0177951548,0.0133002987,0.0000000000,0.0070097549,0.0144376894,0.0158309434,0.2804615498,0.2718572021,0.1153577641,0.1153161526,0.1352653056,0.1352704018,0.0353090987,0.0000000000,0.0000000000,0.0000000000,0.0927457958,0.1026592106,0.0559720099,0.0509664118,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0227205977,0.1201178059,-0.0110490471,-0.0245801508,0.1202458590,-0.0032637161
